Fecha;Canal;Hora;Programa;Espectadores;Share(%);
2019-04-05;ENERGY;20:03;DISTRITO 8;338.000;2.9%;
2019-04-05;ENERGY;20:58;C.S.I.MIAMI / VENGANZA;261.000;1.8%;
2019-04-05;ENERGY;21:53;C.S.I.MIAMI;407.000;2.5%;
2019-04-05;ENERGY;22:40;C.S.I.MIAMI / 10-7;384.000;2.4%;
2019-04-05;ENERGY;23:35;C.S.I.MIAMI;428.000;3.4%;
2019-04-05;ENERGY;00:29;C.S.I.MIAMI;458.000;5.8%;
2019-04-05;ENERGY;01:17;C.S.I.MIAMI / PRESA;305.000;6.3%;
2019-04-03;FDF;02:30;LA QUE SE AVECINA / UN SABLAZO,UN ULTIMATUM Y UNOS AUTOS LOCOS;149.000;10.1%;
2019-04-03;FDF;03:43;LA QUE SE AVECINA / UN PIPIOLO,UN BOMBERO Y UN SUICIDA EN EL RELLANO;103.000;13.9%;
2019-04-03;FDF;13:00;LA QUE SE AVECINA / UNA LIMPIEZA DE KARMA,UNA FAMILIA A LA FUGA Y OJALA QUE LLUE;200.000;2.5%;
2019-04-03;FDF;14:56;LA QUE SE AVECINA / UN HOMBRE SALVAJE,UNA VIEJA MALDITA Y UN FANTASMA CHUPANDO U;458.000;3.9%;
2019-04-03;FDF;16:59;LOS SERRANO / UN AÑO DE SOLEDAD;178.000;1.8%;
2019-04-03;FDF;19:48;GYM TONY XS;135.000;1.2%;
2019-04-03;FDF;20:26;LA QUE SE AVECINA / UN BYPASS,UN CONSERJE TITULADO Y UN MAYORISTA ZULU;350.000;2.2%;
2019-04-03;FDF;22:30;CINE / ABUELOS AL PODER;347.000;2.3%;
2019-04-03;FDF;00:24;LA QUE SE AVECINA / UNA HIPOTECA BIENESTAR,DOS INVENTORES FRUSTRADOS Y UNA MARISQUERIA CABARET;167.000;2.6%;
2019-04-03;FDF;02:06;LA QUE SE AVECINA / UN TIBURON,UN DESAHUCIADO Y LAS GAMBAS DEL APOCALIPSIS;207.000;7.4%;
2019-04-04;FDF;02:30;LA QUE SE AVECINA / UN TIBURON,UN DESAHUCIADO Y LAS GAMBAS DEL APOCALIPSIS;184.000;10.8%;
2019-04-04;FDF;03:28;LA QUE SE AVECINA / UN AVISPILLA,UNA DOMINATRIX Y UN MOCO ASESINO;145.000;17.3%;
2019-04-04;FDF;13:07;LA QUE SE AVECINA / UNA SOLTERA CARROÑERA,EL URDANGARIN DE LA SELVA Y DOS PUTILL;185.000;2.4%;
2019-04-04;FDF;15:02;LA QUE SE AVECINA / UNA PIÑA,UNA GOGO CUARENTONA Y UN TIBURON CON DOS PENES;397.000;3.4%;
2019-04-04;FDF;16:59;LOS SERRANO / LA SOMBRA DE LA CANDELARIA ES ALARGADA;206.000;2.1%;
2019-04-04;FDF;19:48;GYM TONY XS;143.000;1.3%;
2019-04-04;FDF;20:19;LA QUE SE AVECINA / UN DEPREDADOR AFRICANO,UNA MUÑEQUITA RUSA Y UNA NOCHE CHOCHETE-FREE;377.000;2.4%;
2019-04-04;FDF;22:27;CINE / TRANSPORTER;469.000;2.8%;
2019-04-04;FDF;00:05;LA QUE SE AVECINA / UNA SUBASTA,UNA CREMA PARA VIEJAS Y UN BOMBON DE LICOR;193.000;2.6%;
2019-04-04;FDF;01:50;LA QUE SE AVECINA / UN ONANISTA,UN NIÑO ROBADO Y UNA ANTORCHA HUMANA;170.000;5.5%;
2019-04-05;FDF;02:30;LA QUE SE AVECINA / UN ONANISTA,UN NIÑO ROBADO Y UNA ANTORCHA HUMANA;160.000;8.8%;
2019-04-05;FDF;13:00;LA QUE SE AVECINA / UNA GASTROSCOPIA,UNA FIESTA LOCA,LOCA Y EL REY DE LOS INODOR;206.000;2.7%;
2019-04-05;FDF;14:59;LA QUE SE AVECINA / UNAS PLACAS SOLARES,UNA CHACHA YONQUI Y UN MONTON DE MIERDA;451.000;3.7%;
2019-04-05;FDF;16:59;LOS SERRANO / LA PENITENCIA VA POR DETRAS;216.000;2%;
2019-04-05;FDF;18:45;SAFARI,A LA CAZA DE LA TELE;158.000;1.5%;
2019-04-05;FDF;19:42;GYM TONY XS;143.000;1.3%;
2019-04-05;FDF;20:24;LA QUE SE AVECINA / UN CHOCHETE PASAJERO,UNA LESBIANA CON MOCHILA Y EL PADRE PIRULETAS;320.000;2.3%;
2019-04-05;FDF;22:29;CINE / TRANSPORTER 2;612.000;3.9%;
2019-04-05;FDF;00:02;LA QUE SE AVECINA / UNA CONSERJA,UN ROMANCE IMPOSIBLE Y UN CUESCO TRAICIONERO;360.000;4.6%;
2019-04-05;FDF;01:58;LA QUE SE AVECINA / UN LANZAMIENTO,UN RESBALON Y LA ABUELA DEL VAMPIRICANTROPO;217.000;6.4%;
2019-04-03;FDF;02:30;LA QUE SE AVECINA / UN SABLAZO,UN ULTIMATUM Y UNOS AUTOS LOCOS;149.000;10.1%;
2019-04-03;FDF;03:43;LA QUE SE AVECINA / UN PIPIOLO,UN BOMBERO Y UN SUICIDA EN EL RELLANO;103.000;13.9%;
2019-04-03;FDF;13:00;LA QUE SE AVECINA / UNA LIMPIEZA DE KARMA,UNA FAMILIA A LA FUGA Y OJALA QUE LLUE;200.000;2.5%;
2019-04-03;FDF;14:56;LA QUE SE AVECINA / UN HOMBRE SALVAJE,UNA VIEJA MALDITA Y UN FANTASMA CHUPANDO U;458.000;3.9%;
2019-04-03;FDF;16:59;LOS SERRANO / UN AÑO DE SOLEDAD;178.000;1.8%;
2019-04-03;FDF;19:48;GYM TONY XS;135.000;1.2%;
2019-04-03;FDF;20:26;LA QUE SE AVECINA / UN BYPASS,UN CONSERJE TITULADO Y UN MAYORISTA ZULU;350.000;2.2%;
2019-04-03;FDF;22:30;CINE / ABUELOS AL PODER;347.000;2.3%;
2019-04-03;FDF;00:24;LA QUE SE AVECINA / UNA HIPOTECA BIENESTAR,DOS INVENTORES FRUSTRADOS Y UNA MARISQUERIA CABARET;167.000;2.6%;
2019-04-03;FDF;02:06;LA QUE SE AVECINA / UN TIBURON,UN DESAHUCIADO Y LAS GAMBAS DEL APOCALIPSIS;207.000;7.4%;
2019-04-04;FDF;02:30;LA QUE SE AVECINA / UN TIBURON,UN DESAHUCIADO Y LAS GAMBAS DEL APOCALIPSIS;184.000;10.8%;
2019-04-04;FDF;03:28;LA QUE SE AVECINA / UN AVISPILLA,UNA DOMINATRIX Y UN MOCO ASESINO;145.000;17.3%;
2019-04-04;FDF;13:07;LA QUE SE AVECINA / UNA SOLTERA CARROÑERA,EL URDANGARIN DE LA SELVA Y DOS PUTILL;185.000;2.4%;
2019-04-04;FDF;15:02;LA QUE SE AVECINA / UNA PIÑA,UNA GOGO CUARENTONA Y UN TIBURON CON DOS PENES;397.000;3.4%;
2019-04-04;FDF;16:59;LOS SERRANO / LA SOMBRA DE LA CANDELARIA ES ALARGADA;206.000;2.1%;
2019-04-04;FDF;19:48;GYM TONY XS;143.000;1.3%;
2019-04-04;FDF;20:19;LA QUE SE AVECINA / UN DEPREDADOR AFRICANO,UNA MUÑEQUITA RUSA Y UNA NOCHE CHOCHETE-FREE;377.000;2.4%;
2019-04-04;FDF;22:27;CINE / TRANSPORTER;469.000;2.8%;
2019-04-04;FDF;00:05;LA QUE SE AVECINA / UNA SUBASTA,UNA CREMA PARA VIEJAS Y UN BOMBON DE LICOR;193.000;2.6%;
2019-04-04;FDF;01:50;LA QUE SE AVECINA / UN ONANISTA,UN NIÑO ROBADO Y UNA ANTORCHA HUMANA;170.000;5.5%;
2019-04-05;FDF;02:30;LA QUE SE AVECINA / UN ONANISTA,UN NIÑO ROBADO Y UNA ANTORCHA HUMANA;160.000;8.8%;
2019-04-05;FDF;13:00;LA QUE SE AVECINA / UNA GASTROSCOPIA,UNA FIESTA LOCA,LOCA Y EL REY DE LOS INODOR;206.000;2.7%;
2019-04-05;FDF;14:59;LA QUE SE AVECINA / UNAS PLACAS SOLARES,UNA CHACHA YONQUI Y UN MONTON DE MIERDA;451.000;3.7%;
2019-04-05;FDF;16:59;LOS SERRANO / LA PENITENCIA VA POR DETRAS;216.000;2%;
2019-04-05;FDF;18:45;SAFARI,A LA CAZA DE LA TELE;158.000;1.5%;
2019-04-05;FDF;19:42;GYM TONY XS;143.000;1.3%;
2019-04-05;FDF;20:24;LA QUE SE AVECINA / UN CHOCHETE PASAJERO,UNA LESBIANA CON MOCHILA Y EL PADRE PIRULETAS;320.000;2.3%;
2019-04-05;FDF;22:29;CINE / TRANSPORTER 2;612.000;3.9%;
2019-04-05;FDF;00:02;LA QUE SE AVECINA / UNA CONSERJA,UN ROMANCE IMPOSIBLE Y UN CUESCO TRAICIONERO;360.000;4.6%;
2019-04-05;FDF;01:58;LA QUE SE AVECINA / UN LANZAMIENTO,UN RESBALON Y LA ABUELA DEL VAMPIRICANTROPO;217.000;6.4%;
2019-04-03;GOL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;GOL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;GOL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;GOL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;GOL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;GOL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;ANTENA-3-MEGA;15:46;MOUNTAIN MEN / TRAMPA MORTAL;169.000;1.4%;
2019-04-03;ANTENA-3-MEGA;18:46;¿QUIEN DA MAS? / SIEMPRE QUEDARA PERRIS;167.000;1.8%;
2019-04-03;ANTENA-3-MEGA;19:13;¿QUIEN DA MAS? / CHINATOWN;182.000;1.9%;
2019-04-03;ANTENA-3-MEGA;19:40;¿QUIEN DA MAS? / A ALGUNOS LES GUSTA MAS CALIENTE;199.000;1.9%;
2019-04-03;ANTENA-3-MEGA;20:08;FORJADO A FUEGO / LA CHORA;176.000;1.4%;
2019-04-03;ANTENA-3-MEGA;20:52;FORJADO A FUEGO;233.000;1.6%;
2019-04-03;ANTENA-3-MEGA;21:32;FORJADO A FUEGO;267.000;1.5%;
2019-04-03;ANTENA-3-MEGA;22:27;MEGA CINE A LO BESTIA / ESCAPE;309.000;1.9%;
2019-04-03;ANTENA-3-MEGA;23:58;EL CHIRINGUITO DE JUGONES:AVANCE;195.000;1.7%;
2019-04-03;ANTENA-3-MEGA;00:31;EL CHIRINGUITO DE JUGONES;176.000;3.2%;
2019-04-04;ANTENA-3-MEGA;14:53;MOUNTAIN MEN / LA HELADA;153.000;1.3%;
2019-04-04;ANTENA-3-MEGA;18:42;LA CASA DE EMPEÑOS;152.000;1.7%;
2019-04-04;ANTENA-3-MEGA;19:37;¿QUIEN DA MAS? / VENICE BEACH;161.000;1.6%;
2019-04-04;ANTENA-3-MEGA;20:05;¿QUIEN DA MAS? / MUCHO RUIDO Y POCAS NUECES;220.000;1.9%;
2019-04-04;ANTENA-3-MEGA;20:26;FORJADO A FUEGO / EL JALADI;219.000;1.6%;
2019-04-04;ANTENA-3-MEGA;21:10;FORJADO A FUEGO / EL ALFANJE;241.000;1.5%;
2019-04-04;ANTENA-3-MEGA;22:00;FORJADO A FUEGO / EL ESCUDO DE PINCHOS;160.000;0.9%;
2019-04-04;ANTENA-3-MEGA;22:50;EQUIPO DE INVESTIGACION / RETRATO DE UNA ASESINA;179.000;1.1%;
2019-04-04;ANTENA-3-MEGA;00:02;EL CHIRINGUITO DE JUGONES:AVANCE;180.000;1.6%;
2019-04-04;ANTENA-3-MEGA;00:31;EL CHIRINGUITO DE JUGONES;241.000;4.6%;
2019-04-05;ANTENA-3-MEGA;14:58;MOUNTAIN MEN / VIVE,LUCHA Y MUERE;168.000;1.4%;
2019-04-05;ANTENA-3-MEGA;18:01;LA CASA DE EMPEÑOS;165.000;1.5%;
2019-04-05;ANTENA-3-MEGA;18:21;LA CASA DE EMPEÑOS;191.000;1.8%;
2019-04-05;ANTENA-3-MEGA;18:46;LA CASA DE EMPEÑOS;202.000;2%;
2019-04-05;ANTENA-3-MEGA;19:13;¿QUIEN DA MAS? / SUBASTAS Y ALIADOS;184.000;1.7%;
2019-04-05;ANTENA-3-MEGA;19:40;¿QUIEN DA MAS? / ONTARIO;191.000;1.8%;
2019-04-05;ANTENA-3-MEGA;20:08;¿QUIEN DA MAS?;192.000;1.7%;
2019-04-05;ANTENA-3-MEGA;20:28;FORJADO A FUEGO / LA ESPADA VIKINGA;181.000;1.4%;
2019-04-05;ANTENA-3-MEGA;21:14;FORJADO A FUEGO;251.000;1.7%;
2019-04-05;ANTENA-3-MEGA;22:03;LA BIBLIA;162.000;1.4%;
2019-04-03;ANTENA-3-MEGA;15:46;MOUNTAIN MEN / TRAMPA MORTAL;169.000;1.4%;
2019-04-03;ANTENA-3-MEGA;18:46;¿QUIEN DA MAS? / SIEMPRE QUEDARA PERRIS;167.000;1.8%;
2019-04-03;ANTENA-3-MEGA;19:13;¿QUIEN DA MAS? / CHINATOWN;182.000;1.9%;
2019-04-03;ANTENA-3-MEGA;19:40;¿QUIEN DA MAS? / A ALGUNOS LES GUSTA MAS CALIENTE;199.000;1.9%;
2019-04-03;ANTENA-3-MEGA;20:08;FORJADO A FUEGO / LA CHORA;176.000;1.4%;
2019-04-03;ANTENA-3-MEGA;20:52;FORJADO A FUEGO;233.000;1.6%;
2019-04-03;ANTENA-3-MEGA;21:32;FORJADO A FUEGO;267.000;1.5%;
2019-04-03;ANTENA-3-MEGA;22:27;MEGA CINE A LO BESTIA / ESCAPE;309.000;1.9%;
2019-04-03;ANTENA-3-MEGA;23:58;EL CHIRINGUITO DE JUGONES:AVANCE;195.000;1.7%;
2019-04-03;ANTENA-3-MEGA;00:31;EL CHIRINGUITO DE JUGONES;176.000;3.2%;
2019-04-04;ANTENA-3-MEGA;14:53;MOUNTAIN MEN / LA HELADA;153.000;1.3%;
2019-04-04;ANTENA-3-MEGA;18:42;LA CASA DE EMPEÑOS;152.000;1.7%;
2019-04-04;ANTENA-3-MEGA;19:37;¿QUIEN DA MAS? / VENICE BEACH;161.000;1.6%;
2019-04-04;ANTENA-3-MEGA;20:05;¿QUIEN DA MAS? / MUCHO RUIDO Y POCAS NUECES;220.000;1.9%;
2019-04-04;ANTENA-3-MEGA;20:26;FORJADO A FUEGO / EL JALADI;219.000;1.6%;
2019-04-04;ANTENA-3-MEGA;21:10;FORJADO A FUEGO / EL ALFANJE;241.000;1.5%;
2019-04-04;ANTENA-3-MEGA;22:00;FORJADO A FUEGO / EL ESCUDO DE PINCHOS;160.000;0.9%;
2019-04-04;ANTENA-3-MEGA;22:50;EQUIPO DE INVESTIGACION / RETRATO DE UNA ASESINA;179.000;1.1%;
2019-04-04;ANTENA-3-MEGA;00:02;EL CHIRINGUITO DE JUGONES:AVANCE;180.000;1.6%;
2019-04-04;ANTENA-3-MEGA;00:31;EL CHIRINGUITO DE JUGONES;241.000;4.6%;
2019-04-05;ANTENA-3-MEGA;14:58;MOUNTAIN MEN / VIVE,LUCHA Y MUERE;168.000;1.4%;
2019-04-05;ANTENA-3-MEGA;18:01;LA CASA DE EMPEÑOS;165.000;1.5%;
2019-04-05;ANTENA-3-MEGA;18:21;LA CASA DE EMPEÑOS;191.000;1.8%;
2019-04-05;ANTENA-3-MEGA;18:46;LA CASA DE EMPEÑOS;202.000;2%;
2019-04-05;ANTENA-3-MEGA;19:13;¿QUIEN DA MAS? / SUBASTAS Y ALIADOS;184.000;1.7%;
2019-04-05;ANTENA-3-MEGA;19:40;¿QUIEN DA MAS? / ONTARIO;191.000;1.8%;
2019-04-05;ANTENA-3-MEGA;20:08;¿QUIEN DA MAS?;192.000;1.7%;
2019-04-05;ANTENA-3-MEGA;20:28;FORJADO A FUEGO / LA ESPADA VIKINGA;181.000;1.4%;
2019-04-05;ANTENA-3-MEGA;21:14;FORJADO A FUEGO;251.000;1.7%;
2019-04-05;ANTENA-3-MEGA;22:03;LA BIBLIA;162.000;1.4%;
2019-04-03;ANTENA-3-NEOX;14:03;LOS SIMPSONS;374.000;4.2%;
2019-04-03;ANTENA-3-NEOX;14:27;LOS SIMPSONS;513.000;4.7%;
2019-04-03;ANTENA-3-NEOX;14:53;LOS SIMPSONS;507.000;4.3%;
2019-04-03;ANTENA-3-NEOX;15:17;LOS SIMPSONS;442.000;3.6%;
2019-04-03;ANTENA-3-NEOX;21:13;BIG BANG;400.000;2.5%;
2019-04-03;ANTENA-3-NEOX;21:40;BIG BANG;451.000;2.6%;
2019-04-03;ANTENA-3-NEOX;22:06;BIG BANG;431.000;2.4%;
2019-04-03;ANTENA-3-NEOX;22:34;MODERN FAMILY;357.000;2%;
2019-04-03;ANTENA-3-NEOX;23:01;MODERN FAMILY;384.000;2.2%;
2019-04-03;ANTENA-3-NEOX;23:21;MODERN FAMILY;361.000;2.4%;
2019-04-04;ANTENA-3-NEOX;14:13;LOS SIMPSONS;487.000;5.5%;
2019-04-04;ANTENA-3-NEOX;14:32;LOS SIMPSONS;595.000;5.7%;
2019-04-04;ANTENA-3-NEOX;14:55;LOS SIMPSONS;549.000;4.8%;
2019-04-04;ANTENA-3-NEOX;15:19;LOS SIMPSONS;489.000;4.1%;
2019-04-04;ANTENA-3-NEOX;15:44;FRIENDS;378.000;3.2%;
2019-04-04;ANTENA-3-NEOX;21:11;BIG BANG;409.000;2.6%;
2019-04-04;ANTENA-3-NEOX;21:39;BIG BANG;398.000;2.3%;
2019-04-04;ANTENA-3-NEOX;22:29;BIG BANG;322.000;1.7%;
2019-04-04;ANTENA-3-NEOX;23:02;BIG BANG;336.000;1.9%;
2019-04-04;ANTENA-3-NEOX;23:20;BIG BANG;370.000;2.3%;
2019-04-05;ANTENA-3-NEOX;14:22;LOS SIMPSONS;371.000;3.7%;
2019-04-05;ANTENA-3-NEOX;14:46;LOS SIMPSONS;512.000;4.5%;
2019-04-05;ANTENA-3-NEOX;15:06;LOS SIMPSONS;412.000;3.4%;
2019-04-05;ANTENA-3-NEOX;15:58;FRIENDS;332.000;2.7%;
2019-04-05;ANTENA-3-NEOX;17:30;BIG BANG;385.000;3.5%;
2019-04-05;ANTENA-3-NEOX;17:47;BIG BANG;338.000;3.1%;
2019-04-05;ANTENA-3-NEOX;18:12;BIG BANG;334.000;3.1%;
2019-04-05;ANTENA-3-NEOX;21:14;BIG BANG;329.000;2.3%;
2019-04-05;ANTENA-3-NEOX;21:38;BIG BANG;432.000;2.8%;
2019-04-05;ANTENA-3-NEOX;22:00;CINEMATRIX / DIOSES DE EGIPTO;656.000;4.3%;
2019-04-03;ANTENA-3-NEOX;14:03;LOS SIMPSONS;374.000;4.2%;
2019-04-03;ANTENA-3-NEOX;14:27;LOS SIMPSONS;513.000;4.7%;
2019-04-03;ANTENA-3-NEOX;14:53;LOS SIMPSONS;507.000;4.3%;
2019-04-03;ANTENA-3-NEOX;15:17;LOS SIMPSONS;442.000;3.6%;
2019-04-03;ANTENA-3-NEOX;21:13;BIG BANG;400.000;2.5%;
2019-04-03;ANTENA-3-NEOX;21:40;BIG BANG;451.000;2.6%;
2019-04-03;ANTENA-3-NEOX;22:06;BIG BANG;431.000;2.4%;
2019-04-03;ANTENA-3-NEOX;22:34;MODERN FAMILY;357.000;2%;
2019-04-03;ANTENA-3-NEOX;23:01;MODERN FAMILY;384.000;2.2%;
2019-04-03;ANTENA-3-NEOX;23:21;MODERN FAMILY;361.000;2.4%;
2019-04-04;ANTENA-3-NEOX;14:13;LOS SIMPSONS;487.000;5.5%;
2019-04-04;ANTENA-3-NEOX;14:32;LOS SIMPSONS;595.000;5.7%;
2019-04-04;ANTENA-3-NEOX;14:55;LOS SIMPSONS;549.000;4.8%;
2019-04-04;ANTENA-3-NEOX;15:19;LOS SIMPSONS;489.000;4.1%;
2019-04-04;ANTENA-3-NEOX;15:44;FRIENDS;378.000;3.2%;
2019-04-04;ANTENA-3-NEOX;21:11;BIG BANG;409.000;2.6%;
2019-04-04;ANTENA-3-NEOX;21:39;BIG BANG;398.000;2.3%;
2019-04-04;ANTENA-3-NEOX;22:29;BIG BANG;322.000;1.7%;
2019-04-04;ANTENA-3-NEOX;23:02;BIG BANG;336.000;1.9%;
2019-04-04;ANTENA-3-NEOX;23:20;BIG BANG;370.000;2.3%;
2019-04-05;ANTENA-3-NEOX;14:22;LOS SIMPSONS;371.000;3.7%;
2019-04-05;ANTENA-3-NEOX;14:46;LOS SIMPSONS;512.000;4.5%;
2019-04-05;ANTENA-3-NEOX;15:06;LOS SIMPSONS;412.000;3.4%;
2019-04-05;ANTENA-3-NEOX;15:58;FRIENDS;332.000;2.7%;
2019-04-05;ANTENA-3-NEOX;17:30;BIG BANG;385.000;3.5%;
2019-04-05;ANTENA-3-NEOX;17:47;BIG BANG;338.000;3.1%;
2019-04-05;ANTENA-3-NEOX;18:12;BIG BANG;334.000;3.1%;
2019-04-05;ANTENA-3-NEOX;21:14;BIG BANG;329.000;2.3%;
2019-04-05;ANTENA-3-NEOX;21:38;BIG BANG;432.000;2.8%;
2019-04-05;ANTENA-3-NEOX;22:00;CINEMATRIX / DIOSES DE EGIPTO;656.000;4.3%;
2019-04-03;ANTENA-3-NOVA;13:45;AMOR BRAVIO;165.000;2%;
2019-04-03;ANTENA-3-NOVA;14:31;KARLOS ARGUIÑANO EN TU COCINA / CREMA DE ACELGAS;175.000;1.6%;
2019-04-03;ANTENA-3-NOVA;15:12;AVENIDA BRASIL;327.000;2.8%;
2019-04-03;ANTENA-3-NOVA;16:58;DE QUE TE QUIERO,TE QUIERO;228.000;2.3%;
2019-04-03;ANTENA-3-NOVA;18:14;A QUE NO ME DEJAS;227.000;2.4%;
2019-04-03;ANTENA-3-NOVA;20:01;MEDCEZIR;311.000;2.6%;
2019-04-03;ANTENA-3-NOVA;20:54;MADRE(ANNE);416.000;2.8%;
2019-04-03;ANTENA-3-NOVA;21:19;SILA;597.000;3.4%;
2019-04-03;ANTENA-3-NOVA;22:45;ENAMORATE EN NOVA;162.000;1.6%;
2019-04-03;ANTENA-3-NOVA;22:45;CINE / LLUVIA EN MI CORAZON;226.000;1.5%;
2019-04-04;ANTENA-3-NOVA;14:30;KARLOS ARGUIÑANO EN TU COCINA / POLLO CON TOMATE Y PATATAS FRITAS;169.000;1.6%;
2019-04-04;ANTENA-3-NOVA;15:12;AVENIDA BRASIL;316.000;2.7%;
2019-04-04;ANTENA-3-NOVA;16:58;DE QUE TE QUIERO,TE QUIERO;229.000;2.3%;
2019-04-04;ANTENA-3-NOVA;18:13;A QUE NO ME DEJAS;185.000;2%;
2019-04-04;ANTENA-3-NOVA;20:01;MEDCEZIR;258.000;2.1%;
2019-04-04;ANTENA-3-NOVA;20:54;MADRE(ANNE);327.000;2.2%;
2019-04-04;ANTENA-3-NOVA;21:20;SILA;524.000;2.9%;
2019-04-04;ANTENA-3-NOVA;22:45;AMOR Y CRIMEN EN NOVA;185.000;1.7%;
2019-04-04;ANTENA-3-NOVA;22:45;CINE / EL SECRETO DE SU NOVIO;245.000;1.6%;
2019-04-04;ANTENA-3-NOVA;00:29;CINE / UNA MALA ELECCION;119.000;2%;
2019-04-05;ANTENA-3-NOVA;13:44;AMOR BRAVIO;133.000;1.7%;
2019-04-05;ANTENA-3-NOVA;14:30;KARLOS ARGUIÑANO EN TU COCINA / CAZUELA DE CALAMAR;154.000;1.4%;
2019-04-05;ANTENA-3-NOVA;15:12;AVENIDA BRASIL;313.000;2.6%;
2019-04-05;ANTENA-3-NOVA;16:58;DE QUE TE QUIERO,TE QUIERO;218.000;2%;
2019-04-05;ANTENA-3-NOVA;18:15;A QUE NO ME DEJAS;190.000;1.8%;
2019-04-05;ANTENA-3-NOVA;20:01;MEDCEZIR;254.000;2.2%;
2019-04-05;ANTENA-3-NOVA;20:54;MADRE(ANNE);350.000;2.6%;
2019-04-05;ANTENA-3-NOVA;21:21;SILA;522.000;3.3%;
2019-04-05;ANTENA-3-NOVA;22:45;NOVA NOCHE DE PELICULA / UN ERROR DEL PASADO;314.000;2.2%;
2019-04-05;ANTENA-3-NOVA;00:28;CINE / JORDAN;191.000;2.8%;
2019-04-03;ANTENA-3-NOVA;13:45;AMOR BRAVIO;165.000;2%;
2019-04-03;ANTENA-3-NOVA;14:31;KARLOS ARGUIÑANO EN TU COCINA / CREMA DE ACELGAS;175.000;1.6%;
2019-04-03;ANTENA-3-NOVA;15:12;AVENIDA BRASIL;327.000;2.8%;
2019-04-03;ANTENA-3-NOVA;16:58;DE QUE TE QUIERO,TE QUIERO;228.000;2.3%;
2019-04-03;ANTENA-3-NOVA;18:14;A QUE NO ME DEJAS;227.000;2.4%;
2019-04-03;ANTENA-3-NOVA;20:01;MEDCEZIR;311.000;2.6%;
2019-04-03;ANTENA-3-NOVA;20:54;MADRE(ANNE);416.000;2.8%;
2019-04-03;ANTENA-3-NOVA;21:19;SILA;597.000;3.4%;
2019-04-03;ANTENA-3-NOVA;22:45;ENAMORATE EN NOVA;162.000;1.6%;
2019-04-03;ANTENA-3-NOVA;22:45;CINE / LLUVIA EN MI CORAZON;226.000;1.5%;
2019-04-04;ANTENA-3-NOVA;14:30;KARLOS ARGUIÑANO EN TU COCINA / POLLO CON TOMATE Y PATATAS FRITAS;169.000;1.6%;
2019-04-04;ANTENA-3-NOVA;15:12;AVENIDA BRASIL;316.000;2.7%;
2019-04-04;ANTENA-3-NOVA;16:58;DE QUE TE QUIERO,TE QUIERO;229.000;2.3%;
2019-04-04;ANTENA-3-NOVA;18:13;A QUE NO ME DEJAS;185.000;2%;
2019-04-04;ANTENA-3-NOVA;20:01;MEDCEZIR;258.000;2.1%;
2019-04-04;ANTENA-3-NOVA;20:54;MADRE(ANNE);327.000;2.2%;
2019-04-04;ANTENA-3-NOVA;21:20;SILA;524.000;2.9%;
2019-04-04;ANTENA-3-NOVA;22:45;AMOR Y CRIMEN EN NOVA;185.000;1.7%;
2019-04-04;ANTENA-3-NOVA;22:45;CINE / EL SECRETO DE SU NOVIO;245.000;1.6%;
2019-04-04;ANTENA-3-NOVA;00:29;CINE / UNA MALA ELECCION;119.000;2%;
2019-04-05;ANTENA-3-NOVA;13:44;AMOR BRAVIO;133.000;1.7%;
2019-04-05;ANTENA-3-NOVA;14:30;KARLOS ARGUIÑANO EN TU COCINA / CAZUELA DE CALAMAR;154.000;1.4%;
2019-04-05;ANTENA-3-NOVA;15:12;AVENIDA BRASIL;313.000;2.6%;
2019-04-05;ANTENA-3-NOVA;16:58;DE QUE TE QUIERO,TE QUIERO;218.000;2%;
2019-04-05;ANTENA-3-NOVA;18:15;A QUE NO ME DEJAS;190.000;1.8%;
2019-04-05;ANTENA-3-NOVA;20:01;MEDCEZIR;254.000;2.2%;
2019-04-05;ANTENA-3-NOVA;20:54;MADRE(ANNE);350.000;2.6%;
2019-04-05;ANTENA-3-NOVA;21:21;SILA;522.000;3.3%;
2019-04-05;ANTENA-3-NOVA;22:45;NOVA NOCHE DE PELICULA / UN ERROR DEL PASADO;314.000;2.2%;
2019-04-05;ANTENA-3-NOVA;00:28;CINE / JORDAN;191.000;2.8%;
2019-04-03;PARAMOUNT-CHANNEL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;PARAMOUNT-CHANNEL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;PARAMOUNT-CHANNEL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;PARAMOUNT-CHANNEL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;PARAMOUNT-CHANNEL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;PARAMOUNT-CHANNEL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Real-Madrid;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Real-Madrid;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Real-Madrid;No disponemos de datos de audiencias para la fecha solicitada.;
